id,story,query,target,parse,gender,f_comb,ans
580,"[Eric] found his daughter, [Lisa], drunk and alone on the bathroom floor. [Lisa] needed to go to the store. [Lisa] asked her sister [Marlene] for a ride. [Kristen] was more than happy to help her sister by watching her child [Lisa]. [Marlene] realized that her father [Eric] was gay.","('Eric', 'Kristen')",sister,"daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa""). child(""Kristen"", ""Lisa""), mother(""Lisa"", ""Kristen""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene"").",,daughter-aunt,[]
589,"[Kyle] taught his daughter, [Robin], how to ride a bike. [Kyle] and his daughter [Kristen] are planning a trip to the mountains. They have n't been in almost 10 years. [Robin] went out to dinner with her sister [Kristen], and [Kristen]'s daughter [Dionne].","('Robin', 'Dionne')",niece,"daughter(""Kyle"", ""Robin""). father(""Robin"", ""Kyle""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen"").",,sister-daughter,[]
599,[Edward] loves his daughter [Dionne]. They often spend time with Tim's mother [Karen]. [Dionne] and her brother [Lonnie] sat down together to clip coupons. [Edward] is taking his son [Lonnie] out for coffee.,"('Karen', 'Dionne')",granddaughter,"daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). mother(""Tim"", ""Karen""). son(""Edward"", ""Lonnie""). brother(""Dionne"", ""Lonnie""). sister(""Lonnie"", ""Dionne""). father(""Lonnie"", ""Edward"").",,son-daughter,[]
603,[Theresa]'s son [Eddie] and brother [Eric] came to her birthday party last weekend. [Kristen] picked up her brother [Eric] from the airport. Then they went to her sister [Theresa]'s house for lunch.,"('Eric', 'Eddie')",nephew,"son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). sister(""Kristen"", ""Theresa""). sister(""Theresa"", ""Kristen"").",,sister-son,['nephew']
609,"[Drew]'s wife, [Raquel], and his father, [Vernon], had a relaxing breakfast together today. [Andrew]'s father, [Vernon], recently had a falling out with each other. [Drew] took his brother [Andrew] to Las Vegas to go gambling.","('Raquel', 'Vernon')",father-in-law,"wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew""). father(""Drew"", ""Vernon""). brother(""Drew"", ""Andrew"").",,husband-father,[]
610,"[Drew] helped his brother, [James], study for the chemistry exam. [James] is a factory worker. He has a wonderful sister by the name of [Stacy]. [Drew] was n't sure if he actually wanted to visit his sister [Stacy]. After he thought about it, he decided to visit his brother [Andrew] instead.","('Andrew', 'Stacy')",sister,"brother(""Drew"", ""James""). brother(""James"", ""Drew""). brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew""). sister(""Drew"", ""Stacy""). sister(""James"", ""Stacy""). brother(""Stacy"", ""James""). brother(""Stacy"", ""Drew"")",,brother-sister,
611,"[Robin], her daughter, [Serena], and [Serena]'s husband, [Allen], all went to the theater to see a play. The women had a good time but [Allen] was bored. [Robin] loves her daughter [Lisa]. [Lisa], however. does n't get along with her sister [Serena].","('Robin', 'Allen')",son-in-law,"daughter(""Robin"", ""Serena""). husband(""Serena"", ""Allen""). wife(""Allen"", ""Serena""). daughter(""Robin"", ""Lisa"").",,daughter-husband,[]
624,[Marlene] and her mother [Robin] planned a surprise birthday party for [Marlene]'s husband [Michael]. [Serena] went shopping at the mall with her mother [Robin] [Serena] took her younger sister [Marlene] to the carnival last weekend.,"('Michael', 'Robin')",mother-in-law,"mother(""Marlene"", ""Robin""). husband(""Marlene"", ""Michael""). wife(""Michael"", ""Marlene""). daughter(""Robin"", ""Marlene""). sister(""Marlene"", ""Serena"").",,wife-mother,[]
626,"[Henry] and his son, [Eddie], went deer hunting. [Eddie]'s wife, [Verdie], came along just to watch. [Eddie] bought his sister [Michelle] a video game for her birthday. She said it was her favorite game and gave him a big hug. [Henry] liked to play catch with his daughter [Michelle].","('Verdie', 'Henry')",father-in-law,"son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry""). wife(""Eddie"", ""Verdie""). husband(""Verdie"", ""Eddie""). sister(""Eddie"", ""Michelle""). brother(""Michelle"", ""Eddie""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry"").",,husband-father,[]
635,[Robin] was sewing a sweater for her sister [Shirley]. [Robin] wants to make a special meal for her daughter [Marlene]'s birthday. [Lisa] has a lovely sister named [Marlene] and [Lisa]'s mother is [Robin],"('Shirley', 'Marlene')",niece,"sister(""Robin"", ""Shirley""). sister(""Shirley"", ""Robin""). daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa""). mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa"").",,sister-daughter,[]
638,"[Benny] was having an argument with his wife [Dorothy], and his own mother [Kristen] was n't on his side either. [Benny] went to the store with his brother, [Lonnie]. [Kristen] is weary of her son [Lonnie]'s behaviour. He is often in trouble at school.","('Dorothy', 'Kristen')",mother-in-law,"wife(""Benny"", ""Dorothy""). husband(""Dorothy"", ""Benny""). mother(""Benny"", ""Kristen""). brother(""Benny"", ""Lonnie""). son(""Kristen"", ""Lonnie"").",,husband-mother,[]
639,"[Theresa] and her daughter [Christine] went out for ice cream. [Theresa] got a cone and [Christine] got a sundae. [Christine] and her husband [Darnell] just got back from their honeymoon in Hawaii. They had a wonderful time there. [Christine] and her sister [Michelle] were going to the store to buy groceries. [Michelle]'s mom, [Theresa], called [Michelle] to ask her to buy a gallon of milk.","('Theresa', 'Darnell')",son-in-law,"daughter(""Theresa"", ""Christine""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). sister(""Christine"", ""Michelle""). daughter(""Theresa"", ""Michelle"").",,daughter-husband,[]
651,"[Shirley] is looking for a good gift for her sister [Theresa]. [Theresa] and her brother [Eric] went to the movies together. [Eric] was having an argument with her sister, [Shirley]. [Theresa] takes her son [Eddie] to the park every Saturday.","('Eric', 'Eddie')",nephew,"sister(""Shirley"", ""Theresa""). sister(""Theresa"", ""Shirley""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Shirley""). brother(""Shirley"", ""Eric""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,sister-son,['nephew']
656,"[Vernon] is [Edward]'s Brother. Everyone said [Lonnie] looked just like his father, [Edward]. They had the same build, facial features, and even combed their hair in a similar style. [Vernon] enjoys playing tennis with his sister and her son. Her son is named [Lonnie]. [Vernon] has a daughter named [Constance] who visits him every Sunday for dinner.","('Edward', 'Constance')",niece,"brother(""Vernon"", ""Edward""). brother(""Edward"", ""Vernon""). father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie""). nephew(""Vernon"", ""Lonnie""). uncle(""Lonnie"", ""Vernon""). son(""sister of Vernon"", ""Lonnie""). mother(""Lonnie"", ""sister of Vernon""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon"").",,brother-daughter,[]
660,"[Vernon] came to visit his wife [Shirley] for lunch today. [Drew] asked his son, [Vernon], to help paint his house. [Shirley] was so excited to learn that her son [Drew] got accepted into college. [Raquel] and [Drew]","('Shirley', 'Raquel')",daughter-in-law,"wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). son(""Drew"", ""Vernon""). father(""Vernon"", ""Drew""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley"").",,son-wife,[]
663,[Vernon] is so proud of his son. [Drew] is the son's name. [Eric] and his brother [Vernon] played at jacks. [Vernon] made a sandwich for his son [Andrew]. [Andrew]'s brother [Drew] ate an apple instead.,"('Eric', 'Drew')",nephew,"son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon""). brother(""Eric"", ""Vernon""). brother(""Vernon"", ""Eric""). son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). brother(""Andrew"", ""Drew""). brother(""Drew"", ""Andrew"").",,brother-son,[]
664,"[Carl]'s father, [Eric], recently had a falling out with each other. [Marlene] took a photo of her father [Eric] for the family album. [Carl] and his sister [Marlene] stood in line at the fair. [Marlene] fixed her husband [Michael] a special dinner yesterday because it was his birthday.","('Michael', 'Eric')",father-in-law,"father(""Carl"", ""Eric""). son(""Eric"", ""Carl""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene""). brother(""Carl"", ""Marlene""). sister(""Marlene"", ""Carl""). husband(""Marlene"", ""Michael""). wife(""Michael"", ""Marlene"").",,wife-father,[]
682,"[Shirley] loved to care for her newborn child [Drew]. [Shirley]'s sister, [Theresa], recently started acting. [Shirley]'s sister, [Kristen], recently started acting. [Theresa]'s sister, [Kristen], recently started acting.","('Kristen', 'Drew')",nephew,"child(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). sister(""Shirley"", ""Theresa""). sister(""Shirley"", ""Kristen""). sister(""Theresa"", ""Kristen""). sister(""Kristen"", ""Theresa"").",,sister-son,[]
684,"[Michelle] gets along with her brother [Eddie] better than her sister [Christine]. [Barry] is in the same grade as his sister [Michelle], but his sister [Christine] is 2 years ahead of him.","('Eddie', 'Christine')",sister,"brother(""Michelle"", ""Eddie""). sister(""Michelle"", ""Christine""). sister(""Christine"", ""Michelle""). sister(""Barry"", ""Michelle""). brother(""Michelle"", ""Barry""). sister(""Barry"", ""Christine""). sister(""Christine"", ""Barry"").",,sister-sister,[]
686,"[Eric] and his daughter [Serena] helped to make Thanksgiving dinner together. [Shirley] went on a vacation with her brother [Eric]. [Eric] called his brother, [Henry], to confirm when [Henry]'s sister, [Shirley], was coming to the dinner.","('Shirley', 'Serena')",niece,"daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric""). brother(""Shirley"", ""Eric""). sister(""Eric"", ""Shirley""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). sister(""Henry"", ""Shirley""). brother(""Shirley"", ""Henry"").",,brother-daughter,[]
691,[Andrew] was excited to surprise his wife [Margaret] with tickets to her favorite musician's concert. [Drew]'s brother [Andrew] and mother [Shirley] met him early in the morning before his college graduation. [Andrew] took his mother [Shirley] a new pot for her flowers.,"('Margaret', 'Shirley')",mother-in-law,"wife(""Andrew"", ""Margaret""). husband(""Margaret"", ""Andrew""). brother(""Drew"", ""Andrew""). mother(""Andrew"", ""Shirley"").",,husband-mother,[]
699,"[Christine] asked her father, [Henry], if he could help her fix her alternator. [Henry] told her to get her husband, [Darnell], to do it instead. [Henry] is taking his son [Barry] on a camping trip for the weekend. [Barry] is one of [Christine]'s brothers. They have lots of fun together.","('Darnell', 'Henry')",father-in-law,"father(""Christine"", ""Henry""). daughter(""Henry"", ""Christine""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). son(""Henry"", ""Barry""). father(""Barry"", ""Henry""). brother(""Christine"", ""Barry""). sister(""Barry"", ""Christine"").",,wife-father,[]
708,"[Shirley] reprimanded her son [Andrew] for biting his sister [Constance]. Last night, [Shirley] went out with her sister [Kristen], accompanied by [Shirley]'s daughter [Constance].","('Kristen', 'Constance')",niece,"son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley""). sister(""Andrew"", ""Constance""). brother(""Constance"", ""Andrew""). daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). sister(""Shirley"", ""Kristen""). sister(""Kristen"", ""Shirley"").",,sister-daughter,[]
709,"[Edward] was happy that his son [Lonnie] was doing well in college. [Andrew] received a pair of socks as a gift from his uncle [Edward]. [Edward] is a very hot guy, but his sister [Shirley] is even more attractive. [Shirley] read her son [Andrew] a bedtime story every night.","('Shirley', 'Lonnie')",nephew,"son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward""). uncle(""Andrew"", ""Edward""). nephew(""Edward"", ""Andrew""). sister(""Edward"", ""Shirley""). brother(""Shirley"", ""Edward""). son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley"").",,brother-son,[]
716,"[Barry] and his father [Henry] went to the golf course in town on Saturday and had a great time. [Henry] and his daughter, [Christine] go to concerts every week. [Barry] and his sister [Christine] went to the movies to watch the newest superhero flick. i am looking forward, visiting with my aunt [Robin], i really hope [Christine] is their as well!","('Henry', 'Robin')",sister,"son(""Henry"", ""Barry""). father(""Barry"", ""Henry""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). sister(""Barry"", ""Christine""). brother(""Christine"", ""Barry""). aunt(""Robin"").",,daughter-aunt,[]
721,"When [Allen] met [Robin] at the hospital, he was relieved to see her face. It could have conveyed good or bad, but what it told him was that his wife [Serena] had a successful surgery. When he asked her how she was, [Robin] said ``her first words were'mom tell [Allen] I love him. '' [Robin] loves her daughter [Lisa]. [Lisa], however. does n't get along with her sister [Serena].","('Robin', 'Allen')",son-in-law,"husband(""Serena"", ""Allen""). wife(""Allen"", ""Serena""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Serena""). sister(""Serena"", ""Lisa"").",,daughter-husband,[]
726,"[Karen] went to visit her grandmother, [Constance], in the retirement home. [Constance] and her mother [Shirley] went to volunteer at the homeless shelter last weekend. [Shirley] was unhappy with her son, [Drew], and his grades. She enlisted a tutor to help him. [Drew] and his sister [Constance] went to the movies to watch the newest superhero flick.","('Shirley', 'Karen')",mother,"grandmother(""Karen"", ""Constance""). granddaughter(""Constance"", ""Karen""). mother(""Constance"", ""Shirley""). daughter(""Shirley"", ""Constance""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). sister(""Drew"", ""Constance""). brother(""Constance"", ""Drew"").",,daughter-grandmother,[]
733,"[Theresa] took her daughter [Christine] to school during the cold winter morning. [Michelle] called [Christine], her sister, to see if she wanted to go out to eat. [Theresa] took her daughter, [Michelle], to lunch. [Darnell] and his wife, [Christine], went to a football game. [Darnell] had a wonderful time, but [Christine] was bored.","('Darnell', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). sister(""Christine"", ""Michelle""). sister(""Michelle"", ""Christine""). daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell"").",,wife-mother,[]
734,"[Casey] got a gift for his brother calvin. [Drew]'s mother, [Shirley], did n't like the gift and took it away from him. [Drew] needed his brother, [Andrew], to help with a problem [Shirley] was so glad to travel with her son, [Andrew]. He made the trip enjoyable.","('Casey', 'Shirley')",mother,"brother(""Casey"", ""Calvin""). brother(""Calvin"", ""Casey""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Drew""). brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew""). son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley"").",,brother-mother,[]
735,"[Vernon] wanted his son, [Drew], to go fishing with him. [Drew] needed his brother, [Casey], to help with a problem [Raquel] and her husband [Drew] celebrated their anniversary last night. They went out to a nice restaurant to celebrate. [Vernon] and his son [Casey] went to the park to look for different kinds of birds.","('Raquel', 'Vernon')",father-in-law,"son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon""). brother(""Drew"", ""Casey""). brother(""Casey"", ""Drew""). husband(""Raquel"", ""Drew""). wife(""Drew"", ""Raquel""). son(""Vernon"", ""Casey""). father(""Casey"", ""Vernon"").",,husband-father,[]
744,"[Henry] took his brother [Edward] to Las Vegas to go gambling. [Eric] and his brother [Henry] watch [Eric]'s daughter [Lisa] in her school play. [Edward]'s brother, [Eric], brought the car over to help him.","('Henry', 'Lisa')",niece,"brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward"").",,brother-daughter,[]
747,[Ronald] bought a book for his father [Edward]. [Edward] watched his son [Jeffery] play catch. [Jeffery] tossed the ball back and fourth with his brother [Ronald]. [Ronald] has a sister who has a son. The son is named [Eric].,"('Edward', 'Eric')",brother,"son(""Edward"",""Ronald""). father(""Ronald"", ""Edward""). son(""Edward"",""Jeffery""). father(""Jeffery"", ""Edward""). brother(""Jeffery"", ""Ronald""). brother(""Ronald"", ""Jeffery""). nephew(""Ronald"", ""Eric""). uncle(""Eric"", ""Ronald"").",,son-uncle,[]
750,"[Theresa] and her husband, [Henry], are going to Florida for their second anniversary. [Theresa] and her sister [Robin] went shopping at the mall. [Theresa]'s daughter [Christine] stayed home to study. [Henry] decided to take his daughter [Christine] to Disneyworld.","('Robin', 'Christine')",niece,"husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa""). sister(""Theresa"", ""Robin""). sister(""Robin"", ""Theresa""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry"").",,sister-daughter,[]
751,"[Barry] hit his brother [Eddie] in the head. [Verdie] and her husband [Eddie] will be celebrating 30 years of marriage this month. [Eddie]'s dad [Henry] is the CEO of the company. [Henry] decided to give his son [Barry], for his birthday, the latest version of Apple watch.","('Verdie', 'Henry')",father-in-law,"brother(""Barry"", ""Eddie""). brother(""Eddie"", ""Barry""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). father(""Eddie"", ""Henry""). son(""Henry"", ""Barry"").",,husband-father,[]
756,"[Eric] took his son [Michael] to the park to play frisbee. [Eric]'s sister, [Shirley], showed up an hour later and brought cold drinks. [Karen]'s mom, [Shirley] got ready for the party. [Karen] loved to care for her newborn child [Eric].","('Shirley', 'Michael')",nephew,"son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). sister(""Eric"", ""Shirley""). brother(""Shirley"", ""Eric""). mother(""Karen"", ""Shirley""). daughter(""Shirley"", ""Karen""). child(""Karen"", ""Eric""), mother(""Eric"", ""Karen"").",,brother-son,[]
759,"[Eddie] is taking his father [Henry] out for a drink. [Christine] is looking forward to seeing her brother [Eddie] later in the evening. [Henry], a tall and skinny man, is the father of [Christine], a beautiful woman in the prime of her life. [Christine] has a husband named [Darnell], a successful lawyer.","('Darnell', 'Henry')",father-in-law,"father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine""). father(""Christine"", ""Henry""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine"").",,wife-father,[]
767,"[Constance] was celebrating her birthday with her mother [Shirley]. [James] ate dinner with his wife [Constance]. [Constance] and her brother, [Drew], were playing out in the street in front of their home. [Shirley], [Drew]'s mother, called out to them to get on the sidewalk.","('James', 'Shirley')",mother-in-law,"mother(""Constance"", ""Shirley""). daughter(""Shirley"", ""Constance""). wife(""James"", ""Constance""). husband(""Constance"", ""James""). brother(""Constance"", ""Drew""). mother(""Drew"", ""Shirley"").",,wife-mother,[]
771,"[Michelle] and her brother [Eddie] sat down together to clip coupons. [Eddie] loves to play baseball with his dad, [Henry]. [John] and [Michelle] celebrate their anniversary, while [Michelle]'s dad [Henry] watches their kids.","('Henry', 'John')",son-in-law,"brother(""Michelle"", ""Eddie""). sister(""Eddie"", ""Michelle""). father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). husband(""Michelle"", ""John""). wife(""John"", ""Michelle""). father(""Michelle"", ""Henry"").",,daughter-husband,[]
782,"[Shirley] was trying to calm down her daughter [Constance]. [Constance] was upset because her brother [Casey] kept making fun of her. [Casey] visited his mother, [Shirley], with his wife, [Stacy].","('Stacy', 'Shirley')",mother-in-law,"daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). brother(""Constance"", ""Casey""). sister(""Casey"", ""Constance""). mother(""Casey"", ""Shirley""). husband(""Casey"", ""Stacy""). wife(""Stacy"", ""Casey"").",,husband-mother,[]
794,"[Shirley] and her son, [Andrew], decorated mugs at the craft fair together. [Constance] was furious with [Andrew], her brother, since he cancelled the family trip. [Constance]'s Mom, [Shirley], was heartbroken the trip would n't take place. [Henry] wanted to get a good gift for his sister, [Shirley]","('Henry', 'Andrew')",nephew,"son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley""). brother(""Constance"", ""Andrew""). sister(""Andrew"", ""Constance""). mother(""Constance"", ""Shirley""). daughter(""Shirley"", ""Constance""). sister(""Henry"", ""Shirley""). brother(""Shirley"", ""Henry"").",,sister-son,['nephew']
811,"[Theresa] and her daughter [Michelle] were on vaction. [Verdie] celebrated her anniversary with her husband [Eddie]. [Theresa] is a lovely mother. She has a son named [Eddie], who she loves infinitely. [Michelle] could n't wait for the surprise birthday party that she was throwing for her brother [Eddie] next weekend.","('Verdie', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). son(""Theresa"", ""Eddie""). brother(""Michelle"", ""Eddie""). sister(""Eddie"", ""Michelle"").",,husband-mother,[]
822,"[Edward] is taking his son [Ronald] on a camping trip for the weekend. [Dorothy] was sick, so her husband [Benny] was making dinner. [Benny]'s father, [Edward], was helping too. [Benny] is a sibling of [Ronald].","('Dorothy', 'Edward')",father-in-law,"son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). wife(""Benny"", ""Dorothy""). husband(""Dorothy"", ""Benny""). father(""Benny"", ""Edward""). sibling(""Ronald"", ""Benny"").",,husband-father,[]
832,"[Edward] helped his brother, [Vernon], study for the chemistry exam. [Robin] went on a vacation with her brother [Vernon]. [Vernon] loves his daughter [Margaret]. [Edward] was having an argument with her sister, [Robin].","('Edward', 'Margaret')",niece,"brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Robin"", ""Vernon""). sister(""Vernon"", ""Robin""). daughter(""Vernon"", ""Margaret""). father(""Margaret"", ""Vernon""). sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward"").",,brother-daughter,[]
834,"[Edward] is [Henry]'s Brother. [Ronald] asked his father, [Edward] to help him build a birdhouse. [Kristen] and her husband [Edward] took her son [Ronald] to the store to pick out some sweets after dinner.","('Henry', 'Ronald')",nephew,"brother(""Edward"", ""Henry""). brother(""Henry"", ""Edward""). son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen""). son(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen"").",,brother-son,[]
846,[Robin]'s son [Carl] and brother [Edward] came to her birthday party last weekend. [Robin] read her son [Michael] a bedtime story every night. [Carl] is the great brother of [Michael].,"('Edward', 'Carl')",nephew,"son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). brother(""Robin"", ""Edward""). brother(""Edward"", ""Robin""). son(""Robin"", ""Michael""). mother(""Michael"", ""Robin""). brother(""Carl"", ""Michael""). brother(""Michael"", ""Carl"").",,sister-son,[]
858,"[Ronald] was so excited to introduce his new girlfriend to his mother, [Kristen]. [Robin] is the lovely aunt of [Ronald] [Kristen] is looking for a good gift for her sister [Robin]. [Robin] and her daughter [Lisa] went out to dinner.","('Kristen', 'Lisa')",niece,"mother(""Ronald"", ""Kristen""). son(""Kristen"", ""Ronald""). aunt(""Ronald"", ""Robin""). nephew(""Robin"", ""Ronald""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin"").",,sister-daughter,[]
859,"[Vernon] made a pizza for his daughter. Her name is [Constance]. [Andrew] and his wife, [Margaret], went to a football game. [Andrew] had a wonderful time, but [Margaret] was bored. [Vernon] has a great father relationship with the beautiful [Margaret]. [Constance] and her sister [Margaret] are the only children in their family.","('Andrew', 'Vernon')",father-in-law,"daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). wife(""Andrew"", ""Margaret""). husband(""Margaret"", ""Andrew""). father(""Margaret"", ""Vernon""). daughter(""Vernon"", ""Margaret""). sister(""Constance"", ""Margaret""). sister(""Margaret"", ""Constance"").",,wife-father,[]
860,"At 5:32, [Constance]'s husband [James] arrived home from work. [Constance] was at the kitchen sink peeling potatoes, and talking on the phone to her father, [Vernon]. [Margaret] was talking about food with her sister [Constance]. [Vernon] and his daughter [Margaret] helped to make Thanksgiving dinner together.","('Vernon', 'James')",son-in-law,"husband(""Constance"", ""James""). wife(""James"", ""Constance""). father(""Constance"", ""Vernon""). daughter(""Vernon"", ""Constance""). sister(""Margaret"", ""Constance""). sister(""Constance"", ""Margaret""). daughter(""Vernon"", ""Margaret"").",,daughter-husband,[]
862,"[John] and his wife, [Michelle], decided to play bingo with [Michelle]'s mother, [Theresa]. [Michelle] and her brother [Barry] were going shopping. [Barry] asked his mother, [Theresa], if she wanted anything from the store, but [Theresa] said no.","('John', 'Theresa')",mother-in-law,"wife(""John"", ""Michelle""). husband(""Michelle"", ""John""). mother(""Michelle"", ""Theresa""). son(""Theresa"", ""Michelle""). brother(""Michelle"", ""Barry""). sister(""Barry"", ""Michelle"").",,wife-mother,[]
869,"[Benny] asked his mother, [Kristen], to bake him a cake. She told him to wait for his birthday. [Ronald] wanted to spend his day off at a museum, so his wife [Dionne] did some research on the best museums nearby. [Ronald] is son of [Kristen]. [Ronald] tripped his brother [Benny] in the living room.","('Dionne', 'Kristen')",mother-in-law,"mother(""Benny"", ""Kristen""). wife(""Ronald"", ""Dionne""). husband(""Dionne"", ""Ronald""). son(""Kirsten"", ""Ronald""). brother(""Benny"", ""Ronald""). brother(""Ronald"", ""Benny"").",,husband-mother,[]
871,[Michael] is husband of [Marlene] and son of [Eric]. [Eric] who is [Carl]'s father grounded [Carl] after finding out what [Carl] had done at school. [Carl] has a sibling who is much younger than he is. They get along well and his name is [Michael].,"('Eric', 'Marlene')",daughter-in-law,"husband(""Marlene"", ""Michael""). wife(""Michael"", ""Marlene""). son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). father(""Carl"", ""Eric""). son(""Eric"", ""Carl""). sibling(""Carl"", ""Michael"").Gendermale(""Michael""). female(""Marlene""). male(""Eric""). male(""Carl"").",,son-wife,
874,"[Drew]'s wife [Raquel] is going to be the next CEO of the company. [Raquel]'s mom, [Shirley], has recently taken art classes. [Shirley] was so proud of her daughter [Margaret] for getting straight A's this semester. [Raquel] is looking for a good gift for her sister [Margaret].","('Drew', 'Shirley')",mother-in-law,"wife(""Drew"", ""Raquel""). mother(""Raquel"", ""Shirley""). daughter(""Shirley"", ""Margaret""). daughter(""Shirley"", ""Raquel""). sister(""Margaret"", ""Raquel""). sister(""Raquel"", ""Margaret"").",,wife-mother,[]
875,"[Christine] and her mother [Theresa] went to volunteer at the homeless shelter last weekend. [Henry] and his wife [Theresa] love being outdoors. One weekend, [Henry] took his daughter, [Christine], out on a camping trip. [Theresa] and her sister [Eric] went to the ice cream shop.","('Eric', 'Christine')",niece,"mother(""Christine"", ""Theresa""). daughter(""Theresa"", ""Christine""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). sister(""Theresa"", ""Eric"").",,sister-daughter,[]
880,[Allen]'s mother [Robin] made a cake for his birthday and her other son [Arthur] ate a piece of it. [Carl]'s brother [Allen] and mother [Robin] met him early in the morning before his college graduation.,"('Allen', 'Arthur')",brother,"mother(""Allen"", ""Robin""). son(""Robin"", ""Allen""). son(""Robin"", ""Arthur"") mother(""Arthur"", ""Robin""). brother(""Carl"", ""Allen""). brother(""Allen"", ""Carl""). mother(""Carl"", ""Robin""). son(""Robin"", ""Carl"").",,mother-son,
